"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"723","Adam Larsson","EDM, N.J","D","224","4819.6833333333","11","39","11","28","50","26.18","242","4.55","11.33","551","358","126","24","8","31","166","68","62","4","2","27","150","76","655","414","448","0","0","-"
"799","Mikhail Grigorenko","COL","C","149","2038.4166666667","16","34","21","13","50","59.52","169","9.47","14.32","290","227","169","64","3","20","26","13","13","0","0","5","44","56","50","133","65","262","279","48.43"
"822","Brock McGinn","CAR","L","158","2078.45","26","24","12","12","50","69.44","259","10.04","29.64","504","378","300","155","10","38","36","15","13","2","0","50","52","71","256","190","45","18","24","42.86"
"847","Ben Hutton","VAN","D","207","4068.9333333333","6","44","20","24","50","34.97","337","1.78","15.19","709","461","182","34","17","24","68","31","29","2","0","31","146","87","128","288","274","0","1","0.00"
"34","Pavel Datsyuk","DET","C","66","1297.2333333333","16","33","16","17","49","67.12","181","8.84","19.44","323","249","207","97","10","18","14","7","7","0","0","14","26","48","70","75","33","599","517","53.67"
"489","Brian Dumoulin","PIT","D","229","4579.6","6","43","22","21","49","26.63","281","2.14","12.76","602","385","162","31","10","38","58","29","29","0","0","30","116","92","291","536","299","1","0","100.00"
"790","Zemgus Girgensons","BUF","C","217","3027.9333333333","21","28","21","7","49","62.82","335","6.27","28.72","536","430","297","146","23","22","64","30","30","0","0","63","46","51","379","342","99","449","528","45.96"
"892","Miles Wood","N.J","L","137","1731.1333333333","27","22","10","12","49","69.01","277","9.75","25.73","431","375","256","127","19","19","170","60","49","8","3","60","50","40","144","261","48","3","2","60.00"
"923","Artturi Lehkonen","MTL","L","139","2099.8333333333","30","19","10","9","49","58.33","322","9.32","33.01","569","428","329","173","25","46","28","14","14","0","0","17","39","52","143","220","48","13","21","38.24"
"1154","Nikita Zaitsev","TOR","D","142","3138.5833333333","9","40","18","22","49","32.24","160","5.63","7.27","469","264","116","15","12","16","69","33","32","1","0","17","134","54","289","285","270","0","0","-"
"16","Brian Campbell","CHI, FLA","D","162","3301.15","11","37","18","19","48","28.07","174","6.32","9.71","370","253","99","13","4","21","50","25","25","0","0","24","113","34","70","310","163","0","0","-"
"56","Paul Martin","S.J","D","173","3380.7666666667","7","41","14","27","48","35.29","112","6.25","3.86","264","157","52","7","6","14","44","22","22","0","0","8","114","71","103","214","264","0","0","-"
"216","Jack Johnson","CBJ","D","219","4745.0166666667","14","34","13","21","48","26.23","290","4.83","13.32","604","414","148","30","9","31","79","37","36","1","0","25","80","48","293","268","371","1","1","50.00"
"300","Nikolay Kulemin","NYI","L","166","2288.9666666667","22","26","16","10","48","50.00","173","12.72","21.65","320","244","221","105","17","19","40","20","20","0","0","22","56","63","201","100","110","41","55","42.71"
"739","Connor Murphy","ARI, CHI","D","231","4320.8666666667","10","38","16","22","48","30.77","291","3.44","11.48","667","423","156","20","12","41","127","59","56","3","0","51","93","49","514","472","359","0","0","-"
"771","Ryan Murray","CBJ","D","186","3784.2","7","41","19","22","48","29.09","176","3.98","9.56","394","252","112","21","7","24","72","36","36","0","0","4","75","36","105","194","342","0","0","-"
"776","Nail Yakupov","COL, EDM, STL","R","158","1907.5","20","28","14","14","48","55.81","256","7.81","22.36","451","343","244","80","12","31","64","32","32","0","0","34","60","55","146","99","38","0","3","0.00"
"1147","Pierre-Luc Dubois","CBJ","C","82","1364.0333333333","20","28","12","16","48","56.47","165","12.12","18.19","274","222","193","97","8","15","49","19","17","1","1","24","29","38","127","144","46","461","591","43.82"
"195","Torrey Mitchell","L.A, MTL","C","209","2568.0333333333","25","22","15","7","47","64.38","192","13.02","19.56","314","254","196","106","13","27","119","51","47","3","1","38","84","72","167","217","123","974","886","52.37"
"301","Andrew MacDonald","PHI","D","167","3341.4166666667","9","38","19","19","47","37.30","167","5.39","7.56","412","253","81","16","7","27","62","29","29","0","0","25","116","28","89","284","354","0","0","-"
"433","Tommy Wingels","BOS, CHI, OTT, S.J","C, R","216","2555.25","23","24","16","8","47","63.51","278","8.27","27.75","442","383","275","126","17","35","135","57","50","7","0","77","64","55","508","308","142","360","448","44.55"
"635","Kevan Miller","BOS","D","197","3708.4833333333","9","38","17","21","47","31.54","177","5.08","7.07","413","273","76","13","8","26","173","56","42","11","3","39","81","45","449","554","310","0","0","-"
"936","Darnell Nurse","EDM","D","195","3969.0166666667","14","33","13","20","47","29.19","399","3.51","18.01","752","559","193","46","16","35","160","65","55","10","0","35","151","52","428","222","309","0","0","-"
"1031","Danton Heinen","BOS","C","85","1262.5666666667","16","31","12","19","47","69.12","142","11.27","13","243","189","149","60","8","15","18","9","9","0","0","13","28","47","51","78","35","10","13","43.48"
"67","Ales Hemsky","DAL, MTL","R","97","1268.3333333333","17","29","19","10","46","75.41","190","8.95","17.18","327","245","194","72","16","19","30","15","15","0","0","13","45","32","26","117","32","2","5","28.57"
"317","Karl Alzner","MTL, WSH","D","246","5022.2","8","38","18","20","46","25.84","240","3.33","9.11","535","358","120","21","6","20","94","44","42","2","0","24","183","63","381","424","513","0","0","-"
"396","Tyler Ennis","BUF, MIN","C, L","147","1944.25","16","30","15","15","46","63.01","261","6.13","20.76","449","353","232","103","9","32","35","16","15","1","0","20","44","60","126","147","64","8","22","26.67"
"405","Travis Hamonic","CGY, NYI","D","195","4249.2833333333","9","37","17","20","46","31.94","328","2.74","11.44","749","493","133","20","19","31","172","48","31","12","5","36","146","86","289","307","360","0","1","0.00"
"576","Austin Watson","NSH","L","210","2464.15","22","24","15","9","46","56.10","241","9.13","20.69","416","319","193","96","18","17","254","71","42","24","5","52","51","64","404","224","189","50","48","51.02"
"634","Matt Read","PHI","R","161","2281.2333333333","22","24","15","9","46","60.53","235","9.36","24.17","410","337","227","129","21","20","37","17","16","1","0","19","42","60","197","284","103","33","44","42.86"
"648","Scott Wilson","BUF, DET, PIT","C, L","171","1952.3833333333","19","27","19","8","46","63.01","264","7.20","23.84","432","351","235","114","8","27","52","16","11","4","1","36","30","39","333","274","70","13","9","59.09"
"677","Nick Cousins","ARI, PHI","C","167","2019.0166666667","24","22","9","13","46","64.79","259","9.27","22.97","410","323","235","120","17","27","66","30","28","2","0","70","51","51","216","267","80","282","396","41.59"
"686","Nick Shore","CGY, L.A, OTT","C","202","2645.6","14","32","17","15","46","64.79","244","5.74","24.38","456","360","255","129","6","30","68","33","33","0","0","21","49","47","210","206","59","1098","1102","49.91"
"821","Jake McCabe","BUF","D","206","4079.1833333333","10","36","21","15","46","30.07","194","5.15","8.54","429","283","100","21","12","19","103","38","33","3","2","35","106","60","297","371","302","0","3","0.00"
"901","Shea Theodore","ANA, VGK","D","114","2193.2","11","35","23","12","46","38.33","232","4.74","12.81","449","316","159","20","13","26","44","22","22","0","0","14","89","39","49","106","122","0","0","-"
"942","Josh Morrissey","WPG","D","164","3269.5","13","33","16","17","46","29.30","202","6.44","7.93","434","278","95","18","5","26","85","40","39","1","0","21","88","37","285","251","309","1","1","50.00"
"966","Trevor van Riemsdyk","CAR, CHI","D","219","4053.3333333333","11","35","17","18","46","26.90","269","4.09","13.27","551","380","146","38","8","32","80","33","30","2","1","20","99","84","91","294","368","0","0","-"
"244","Tom Pyatt","OTT","C, L","163","2419.8166666667","16","29","17","12","45","62.50","198","8.08","19.24","321","258","203","118","16","25","26","13","13","0","0","27","38","59","101","251","182","38","62","38.00"
"280","Matt Beleskey","BOS, NYR","L","144","2083.1833333333","18","27","12","15","45","54.22","264","6.82","22.66","549","410","260","84","17","29","133","46","34","11","1","33","40","39","392","163","67","37","67","35.58"
"313","Teddy Purcell","EDM, FLA, L.A","L, R","88","1433.7666666667","14","31","16","15","45","66.18","159","8.81","14.35","304","225","153","43","10","13","12","6","6","0","0","9","37","33","38","79","17","5","4","55.56"
"550","Johan Larsson","BUF","C, L","190","2832.5166666667","20","25","12","13","45","51.72","230","8.70","23.17","424","339","228","109","24","19","96","41","38","2","1","41","57","76","263","273","103","997","934","51.63"
"806","Esa Lindell","DAL","D","157","3419.05","13","32","10","22","45","28.85","238","5.46","12.44","497","336","129","19","15","31","46","23","23","0","0","13","100","53","189","252","251","0","1","0.00"
"438","Jordie Benn","DAL, MTL","D","212","3760.9","11","33","18","15","44","34.65","232","4.74","9.16","520","339","105","14","10","33","83","37","34","3","0","22","162","46","244","302","391","0","0","-"
"565","Alex Petrovic","FLA","D","182","2990.4166666667","5","39","19","20","44","36.97","168","2.98","6.62","372","256","59","7","5","18","267","84","61","17","6","45","84","42","405","292","205","0","0","-"
"594","Mark Pysyk","BUF, FLA","D","219","3935.0666666667","8","36","18","18","44","29.73","236","3.39","10.78","479","339","113","25","7","20","62","31","31","0","0","25","120","75","211","212","271","0","1","0.00"
"788","Mike Matheson","FLA","D","165","3486.8","17","27","16","11","44","30.77","350","4.86","15.24","642","488","170","35","18","24","99","44","42","1","1","38","158","117","123","168","256","1","0","100.00"
"863","Danny DeKeyser","DET","D","225","4821.8833333333","18","26","15","11","44","27.33","222","8.11","9.43","470","324","101","15","10","21","105","51","50","1","0","21","114","39","264","272","402","0","0","-"
"876","Will Butcher","N.J","D","81","1301.0833333333","5","39","19","20","44","52.38","88","5.68","5.71","239","153","63","10","3","16","8","4","4","0","0","4","36","20","21","70","62","0","0","-"
"40","Derek MacKenzie","FLA","C","221","2720.1166666667","15","28","16","12","43","64.18","256","5.86","22.62","401","343","179","85","18","18","117","41","31","9","1","46","52","85","470","174","128","1140","1038","52.34"
"237","Cody Franson","BUF, CHI","D","150","2632.3666666667","8","35","16","19","43","45.26","236","3.39","9.58","493","329","77","7","12","31","68","34","34","0","0","10","82","35","166","98","142","0","0","-"
"299","Shawn Matthias","COL, TOR, WPG","L","143","1871.2833333333","21","22","13","9","43","63.24","178","11.80","19.04","285","238","193","101","11","16","43","20","19","1","0","14","23","51","137","124","72","26","42","38.24"
"409","Jimmy Hayes","BOS, N.J","R","166","1965.95","18","25","10","15","43","53.09","238","7.56","25.55","383","306","239","129","11","27","95","36","30","5","1","25","48","54","252","206","31","62","120","34.07"
"473","Peter Holland","ARI, NYR, TOR","C","136","1850.3333333333","15","28","18","10","43","72.88","247","6.07","23.13","411","342","231","102","13","29","57","24","21","3","0","19","48","62","129","122","40","551","643","46.15"
"532","Brenden Dillon","S.J","D","238","4005.0333333333","9","34","14","20","43","30.71","267","3.37","10.6","617","399","110","15","9","27","181","66","53","11","2","38","105","34","525","376","277","0","0","-"
"587","Alexander Burmistrov","ARI, VAN, WPG","C","154","2251.8666666667","14","29","17","12","43","62.32","165","8.48","16.19","331","242","172","70","8","22","56","28","28","0","0","33","66","53","205","139","58","470","660","41.59"
"599","Joakim Nordstrom","CAR","C, L","228","2945.25","19","24","14","10","43","58.90","282","6.74","28.35","544","417","281","125","32","27","35","16","15","1","0","39","74","80","353","342","114","51","65","43.97"
"820","Colton Sissons","NSH","C","173","2287.3833333333","21","22","10","12","43","43.00","187","11.23","20.49","309","243","203","110","14","11","66","29","27","2","0","25","46","44","275","180","93","850","721","54.11"
"848","Alexander Kerfoot","COL","C","79","1061.9","19","24","15","9","43","71.67","82","23.17","8.64","137","106","98","42","4","7","28","13","13","0","0","13","24","30","42","106","35","207","285","42.07"
"1009","Adrian Kempe","L.A","L","106","1385.5833333333","18","25","13","12","43","69.35","151","11.92","12.62","273","205","144","54","7","13","55","25","24","1","0","14","40","31","114","82","25","330","506","39.47"
"1094","Jake DeBrusk","BOS","L","70","1005.9833333333","16","27","14","13","43","63.24","143","11.19","13.65","246","198","151","62","13","14","19","4","2","1","1","22","21","31","70","100","26","13","17","43.33"
"175","Lauri Korpikoski","CBJ, DAL, EDM","L","140","1844.5166666667","18","24","16","8","42","72.41","196","9.18","18.71","326","257","166","88","9","24","20","10","10","0","0","8","35","31","137","153","92","18","23","43.90"
"308","David Schlemko","MTL, N.J, S.J","D","166","2956.1666666667","9","33","22","11","42","35.29","260","3.46","11.6","525","352","114","24","7","29","36","18","18","0","0","17","98","57","115","317","272","0","0","-"
"860","Andrej Sustr","T.B","D","201","3268.4333333333","9","33","15","18","42","37.50","203","4.43","8.39","399","284","96","19","11","21","91","44","43","1","0","8","99","40","83","273","201","0","1","0.00"
"1063","Timo Meier","S.J","R","115","1628.3833333333","24","18","7","11","42","56.76","295","8.14","30.96","516","410","328","166","15","35","61","25","23","1","1","41","68","72","169","200","53","72","79","47.68"
